npm warn config ignoring workspace config at /app/apps/next-web/.npmrc
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/seo-analyzer/page.tsx:236:109: Strings not allowed in JSX files: "AI Strategic Insights" [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/seo-analyzer/page.tsx:252:113: Strings not allowed in JSX files: "No strategic insights available at this time." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/seo-analyzer/page.tsx:260:78: Strings not allowed in JSX files: "Audit Details" [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/seo-analyzer/page.tsx:263:119: Strings not allowed in JSX files: "Great job! No critical issues found." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/seo-analyzer/page.tsx:282:53: Strings not allowed in JSX files: "Recommendation:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/facebook/page.tsx:77:61: Strings not allowed in JSX files: "Connecting to Facebook..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/facebook/page.tsx:80:56: Strings not allowed in JSX files: "Please wait while we verify your account." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/facebook/page.tsx:84:58: Strings not allowed in JSX files: "Facebook connected successfully! Closing window..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/facebook/page.tsx:93:136: Strings not allowed in JSX files: "Close Window" [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/linkedin/page.tsx:76:61: Strings not allowed in JSX files: "Connecting to LinkedIn..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/linkedin/page.tsx:82:58: Strings not allowed in JSX files: "LinkedIn connected successfully! Closing window..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/linkedin/page.tsx:91:136: Strings not allowed in JSX files: "Close Window" [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/page.tsx:45:53: Strings not allowed in JSX files: "Finalizing connection..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/app/[locale]/(blank-layout-pages)/social/callback/page.tsx:48:66: Strings not allowed in JSX files: "This page handles OAuth callbacks. The connection process is managed via popup windows." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/TokenRefresher.tsx:6:1: 'react-hot-toast' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/admin/locations/LocationCard.tsx:42:115: Strings not allowed in JSX files: "Address" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/LocationCard.tsx:51:115: Strings not allowed in JSX files: "Business" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/ReviewSourcesList.tsx:81:54: Strings not allowed in JSX files: "Google" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/AvailableSourceCard.tsx:56:73: Strings not allowed in JSX files: "Coming Soon" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/AvailableSourceCard.tsx:57:18: Strings not allowed in JSX files: "Connect" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:63:68: Strings not allowed in JSX files: "Connect Google Business Profile" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:64:76: Strings not allowed in JSX files: "Sync your reviews automatically" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:99:51: Strings not allowed in JSX files: "Required Permissions" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:110:57: Strings not allowed in JSX files: "Select Locations to Connect" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:113:150: Strings not allowed in JSX files: "284 Reviews" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:118:88: Strings not allowed in JSX files: "Downtown Office" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:125:150: Strings not allowed in JSX files: "192 Reviews" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:130:88: Strings not allowed in JSX files: "Westside Branch" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:138:78: Strings not allowed in JSX files: "Secure OAuth 2.0 connection" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:141:82: Strings not allowed in JSX files: "Cancel" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectGoogleModal.tsx:142:130: Strings not allowed in JSX files: "Connect with Google" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectedSourceCard.tsx:36:80: Strings not allowed in JSX files: "● Connected" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectedSourceCard.tsx:38:94: Strings not allowed in JSX files: "Sync active" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectedSourceCard.tsx:42:118: Strings not allowed in JSX files: "Configure" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectedSourceCard.tsx:43:102: Strings not allowed in JSX files: "Disconnect" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:38:70: Strings not allowed in JSX files: "'2'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:47:70: Strings not allowed in JSX files: "'476'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:74:83: Strings not allowed in JSX files: "'68%'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:79:70: Strings not allowed in JSX files: "'324 / 476'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:96:68: Strings not allowed in JSX files: "'S'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:98:63: Strings not allowed in JSX files: "'Sarah Johnson'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:101:75: Strings not allowed in JSX files: "'★★★★★'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ConnectionSuccessView.tsx:104:27: Strings not allowed in JSX files: "'Excellent service! The team was professional...'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/LocationReviews.tsx:66:69: Strings not allowed in JSX files: "No reviews found" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/LocationReviews.tsx:67:72: Strings not allowed in JSX files: "Connect a review source to start syncing reviews." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/LocationReviews.tsx:108:106: Strings not allowed in JSX files: "Response" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/LocationReviews.tsx:117:97: Strings not allowed in JSX files: "Reply" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/review-sync/ReviewSourcesDashboard.tsx:326:82: Strings not allowed in JSX files: "'2m 34s'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/social/ConnectionCard.tsx:74:100: Strings not allowed in JSX files: "'ID:'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/social/FacebookConnectModal.tsx:50:7: 'steps' is assigned a value but never used. [Error/@typescript-eslint/no-unused-vars]
/app/apps/next-web/src/components/admin/locations/social/FacebookConnectModal.tsx:166:102: Strings not allowed in JSX files: "ID:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/social/PlatformOption.tsx:51:139: Strings not allowed in JSX files: "Connect" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/locations/social/SocialConnectionList.tsx:472:77: Strings not allowed in JSX files: "@" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:137:89: Strings not allowed in JSX files: "Auto-suggest" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:139:110: Strings not allowed in JSX files: "Harvest Competitor" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:147:46: Strings not allowed in JSX files: "Auto-suggested" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:158:28: Strings not allowed in JSX files: "Use" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:168:46: Strings not allowed in JSX files: "Competitor Harvest" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordForm.tsx:179:28: Strings not allowed in JSX files: "Use" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordListing.tsx:169:43: Strings not allowed in JSX files: "All" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordListing.tsx:170:46: Strings not allowed in JSX files: "Active" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/admin/seo/KeywordListing.tsx:171:48: Strings not allowed in JSX files: "Archived" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/CompetitorDetailsDialog.tsx:1:1: There should be at least one empty line between import groups [Error/import/order]
/app/apps/next-web/src/components/brand-rise/competitors/CompetitorDetailsDialog.tsx:137:27: Strings not allowed in JSX files: "'"'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/CompetitorDetailsDialog.tsx:137:62: Strings not allowed in JSX files: "'"'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/CompetitorFilters.tsx:29:8: Strings not allowed in JSX files: "All" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/DiscoveryInput.tsx:120:56: Strings not allowed in JSX files: "×" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/DiscoveryProgress.tsx:25:90: Strings not allowed in JSX files: "Discovery in Progress" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/competitors/DiscoveryProgress.tsx:28:88: Strings not allowed in JSX files: "Analyzing SERP data..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobCard.tsx:102:92: Strings not allowed in JSX files: "100%" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobCard.tsx:110:68: Strings not allowed in JSX files: "Error:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobCard.tsx:125:109: Strings not allowed in JSX files: "COMPLETED" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobsDashboard.tsx:234:76: Strings not allowed in JSX files: "Visibility Plan" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobsDashboard.tsx:236:104: Strings not allowed in JSX files: "Generate a data-backed, 30-day roadmap tailored to your brand&apos;s unique DNA. Outpace competitors with actionable steps." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobsDashboard.tsx:334:104: Strings not allowed in JSX files: "100%" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobsDashboard.tsx:342:80: Strings not allowed in JSX files: "Error:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/JobsDashboard.tsx:357:121: Strings not allowed in JSX files: "COMPLETED" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:117:69: Strings not allowed in JSX files: "No Plan Found" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:118:79: Strings not allowed in JSX files: "Generate a Visibility Plan from the dashboard to get started." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:187:110: Strings not allowed in JSX files: "12" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:222:110: Strings not allowed in JSX files: "26%" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:264:105: Strings not allowed in JSX files: "Week" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:267:94: Strings not allowed in JSX files: "Feb 1-7, 2024" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/brand-rise/visibility/VisibilityPlanDetails.tsx:342:99: Strings not allowed in JSX files: "h" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/horizontal/FooterContent.tsx:18:47: Strings not allowed in JSX files: "`© ${new Date().getFullYear()}, all rights reserved `" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/horizontal/FooterContent.tsx:19:95: Strings not allowed in JSX files: "ReviewRise" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/page.tsx:27:17: Strings not allowed in JSX files: "`${titleId ? transl(titleId) : title} | ECDMS`" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/shared/LocationDropdown.tsx:24:1: There should be at least one empty line between import groups [Error/import/order]
/app/apps/next-web/src/components/layout/shared/LocationDropdown.tsx:25:1: `next-intl` import should occur before import of `@core/hooks/useSettings` [Error/import/order]
/app/apps/next-web/src/components/layout/shared/ModeDropdown.tsx:94:49: Strings not allowed in JSX files: "Light" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/shared/ModeDropdown.tsx:102:56: Strings not allowed in JSX files: "Dark" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/shared/ModeDropdown.tsx:110:59: Strings not allowed in JSX files: "System" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/shared/NotificationDropdown.tsx:23:1: There should be at least one empty line between import groups [Error/import/order]
/app/apps/next-web/src/components/layout/shared/NotificationDropdown.tsx:24:1: `next-intl` import should occur before import of `@core/hooks/useSettings` [Error/import/order]
/app/apps/next-web/src/components/layout/shared/NotificationDropdown.tsx:91:97: Strings not allowed in JSX files: "', 10:30 AM'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/shared/NotificationDropdown.tsx:100:101: Strings not allowed in JSX files: "', 2:15 PM'" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/vertical/FooterContent.tsx:18:47: Strings not allowed in JSX files: "`© ${new Date().getFullYear()}, all rights reserved `" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/layout/vertical/FooterContent.tsx:19:95: Strings not allowed in JSX files: "ReviewRise" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/KeywordsTable.tsx:179:10: Strings not allowed in JSX files: "⋮" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/KeywordsTable.tsx:224:10: Strings not allowed in JSX files: "View Ranking History" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:73:49: Strings not allowed in JSX files: "appearances" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:90:79: Strings not allowed in JSX files: "Weighted by volume" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:107:23: Strings not allowed in JSX files: "Top 10:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:108:23: Strings not allowed in JSX files: "Top 20:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:123:23: Strings not allowed in JSX files: "Local:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/seo/VisibilitySummaryCards.tsx:124:23: Strings not allowed in JSX files: "Snippets:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/analytics/MetricCard.tsx:64:57: Strings not allowed in JSX files: "↑" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/analytics/MetricCard.tsx:65:59: Strings not allowed in JSX files: "↓" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/charts/HeatmapGrid.tsx:37:121: Strings not allowed in JSX files: "Loading..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/charts/HeatmapGrid.tsx:41:121: Strings not allowed in JSX files: "No data" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/charts/SimpleLineChart.tsx:132:106: Strings not allowed in JSX files: "Loading..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/charts/SimpleLineChart.tsx:136:106: Strings not allowed in JSX files: "No data" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/charts/SimpleLineChart.tsx:207:27: Strings not allowed in JSX files: "`${s.label}: ${typeof val === 'number' ? val.toFixed(1) : val} (${item[xKey] ? new Date(item[xKey]).toLocaleDateString() : ''})`" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/AddCompetitorDialog.tsx:54:22: Strings not allowed in JSX files: "Add Competitor" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/AddCompetitorDialog.tsx:92:55: Strings not allowed in JSX files: "Cancel" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/CompetitorComparison.tsx:85:61: Strings not allowed in JSX files: "reviews)" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/InsightsCard.tsx:33:137: Strings not allowed in JSX files: "AI Generated" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/KeywordCloud.tsx:31:91: Strings not allowed in JSX files: "No keywords available" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/RecentReviewsWidget.tsx:91:48: Strings not allowed in JSX files: "No recent reviews" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dashboard/ReviewMetricCard.tsx:79:64: Strings not allowed in JSX files: "from last period" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dialog/confirmation-dialog.tsx:101:12: Strings not allowed in JSX files: "Cancel" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/dialog/confirmation-dialog.tsx:108:12: Strings not allowed in JSX files: "Confirm" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/listing/list-types/table-listing.tsx:77:49: Strings not allowed in JSX files: "Loading..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/listing/row-options.tsx:120:54: Strings not allowed in JSX files: "Edit" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/listing/row-options.tsx:135:55: Strings not allowed in JSX files: "Delete" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/reviews/ReviewKeywordCloud.tsx:65:42: Strings not allowed in JSX files: "Last 7 Days" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/reviews/ReviewKeywordCloud.tsx:66:43: Strings not allowed in JSX files: "Last 30 Days" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/shared/reviews/ReviewKeywordCloud.tsx:67:43: Strings not allowed in JSX files: "Last 90 Days" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/CarouselBuilder.tsx:19:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/HashtagGenerator.tsx:9:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/ScriptWriter.tsx:324:59: Strings not allowed in JSX files: "s" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/UnifiedPostGenerator.tsx:310:80: Strings not allowed in JSX files: "3-in-1" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/UnifiedPostGenerator.tsx:314:80: Strings not allowed in JSX files: "10s" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/UnifiedPostGenerator.tsx:318:80: Strings not allowed in JSX files: "98%" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/captions/ProTips.tsx:20:92: Strings not allowed in JSX files: "Pro Tips" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/captions/ResultCard.tsx:6:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/captions/ResultCard.tsx:59:31: Strings not allowed in JSX files: "Save" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/captions/ResultCard.tsx:69:91: Strings not allowed in JSX files: "Aa" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/captions/ResultCard.tsx:70:102: Strings not allowed in JSX files: "characters" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/captions/ResultCard.tsx:74:103: Strings not allowed in JSX files: "emojis" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/carousel/ColorSchemePicker.tsx:24:68: Strings not allowed in JSX files: "Color Scheme" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/carousel/LayoutTemplateSelector.tsx:23:68: Strings not allowed in JSX files: "Layout Template" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/dashboard/StudioDashboard.tsx:57:95: Strings not allowed in JSX files: "8 AI Tools" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/dashboard/StudioDashboard.tsx:61:95: Strings not allowed in JSX files: "Multi-Platform" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/dashboard/StudioDashboard.tsx:65:95: Strings not allowed in JSX files: "Instant Results" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/dashboard/ToolCard.tsx:80:18: Strings not allowed in JSX files: "Generate" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagInput.tsx:43:67: Strings not allowed in JSX files: "Tell AI About Your Content" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagInput.tsx:49:115: Strings not allowed in JSX files: "Industry / Niche" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagInput.tsx:62:115: Strings not allowed in JSX files: "Target Audience" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagInput.tsx:75:115: Strings not allowed in JSX files: "Content Description" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagResults.tsx:13:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/hashtags/HashtagResults.tsx:136:90: Strings not allowed in JSX files: "M" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagResults.tsx:177:90: Strings not allowed in JSX files: "K" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagResults.tsx:218:89: Strings not allowed in JSX files: "K" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:39:68: Strings not allowed in JSX files: "Hashtag Insights" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:48:86: Strings not allowed in JSX files: "EST. REACH" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:58:86: Strings not allowed in JSX files: "ENGAGEMENT RATE" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:68:86: Strings not allowed in JSX files: "COMPETITION" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:79:71: Strings not allowed in JSX files: "Saved Sets" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/hashtags/HashtagSidebar.tsx:96:101: Strings not allowed in JSX files: "hashtags" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/ideas/IdeaCard.tsx:133:55: Strings not allowed in JSX files: "min read" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/ideas/IdeaCard.tsx:148:22: Strings not allowed in JSX files: "Use This Idea" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/ArtStyleSelector.tsx:48:63: Strings not allowed in JSX files: "Choose Art Style" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:14:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:99:72: Strings not allowed in JSX files: "What do you want to create?" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:118:72: Strings not allowed in JSX files: "Category (Optional)" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:137:72: Strings not allowed in JSX files: "Mood (Optional)" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:167:97: Strings not allowed in JSX files: "💡" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/images/PromptGenerator.tsx:168:48: Strings not allowed in JSX files: "Prompt Ideas" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/scripts/VideoDurationSelector.tsx:36:68: Strings not allowed in JSX files: "Video Duration" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/SchedulePostDialog.tsx:6:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/unified/SchedulePostDialog.tsx:71:54: Strings not allowed in JSX files: "Schedule Post" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/SchedulePostDialog.tsx:74:72: Strings not allowed in JSX files: "Choose when you want this post to go live. We will automatically publish it for you." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/SchedulePostDialog.tsx:92:60: Strings not allowed in JSX files: "Cancel" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/SchedulePostDialog.tsx:98:18: Strings not allowed in JSX files: "Schedule" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:6:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:161:81: Strings not allowed in JSX files: "Your Complete Post Package" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:175:35: Strings not allowed in JSX files: "Goal: Engagement" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:184:22: Strings not allowed in JSX files: "Share" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:192:22: Strings not allowed in JSX files: "Schedule Post" [Error/react/jsx-no-literals]
